Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6037400603,5201,Los Angeles,91010,Azusa,-117.9217301,34.1546148,28.62,56.14,55-60%,0.064,91.05,11.21433037,57.04,0.050,18.05,407.34,44.89,39.29,36.09,0.00,0.00,1051.920349,64.74,381.4737256,12.94,17.1,78.09,36.05,83.68,0.495,68.38,0,0.00,0.7,24.83,44.06,5.38,54.25,67.67,76.88,5.03,53.16,15.99,71.49,9.6,40.46,4.9,36.97,21.5,37.16,5,44.35,10.9,17.93,51.28,5.32,52.43
6075020200,6131,San Francisco,94103,San Francisco,-122.4241789,37.7671163,28.61,56.13,55-60%,0.031,3.83,8.560069979,24.51,1.263,99.02,258.79,15.04,58.15,63.13,0.00,6.79,349.6386617,44.61,708.6930278,36.81,6.5,47.26,8.8,42.67,3.035,96.17,0,0.00,3,63.67,41.13,5.02,46.11,82.16,86.55,6.67,86.03,9.47,25.21,6.5,28.08,10,61.90,30.4,54.55,4.8,41.84,14,33.21,54.92,5.70,57.56
6065042214,6933,Riverside ,92557,Unincorporated Riverside County area,-117.2917944,33.9794836,28.61,56.11,55-60%,0.070,98.67,11.69567342,66.12,0.017,6.36,818.48,94.90,17.85,9.98,0.00,6.45,628.499349,56.06,809.2784765,44.89,12,68.94,0.5,2.72,0.185,31.38,0,0.00,1,35.72,41.20,5.03,46.36,55.26,63.04,5.8,71.03,17.32,77.64,9.5,40.07,3.1,24.77,19.7,33.54,7.6,72.53,12.2,24.46,54.82,5.69,57.32
6095253101,5512,Solano ,95688,Vacaville,-122.0063092,38.3505074,28.61,56.10,55-60%,0.043,32.15,7.870538367,12.22,0.255,70.83,349.01,35.71,58.36,63.54,3.83,52.31,373.4590047,45.74,1690.124185,81.81,2,25.63,0,0.00,0.435,64.63,4,43.78,0,0.00,41.79,5.10,47.98,87.2,88.73,4.75,45.34,15.62,69.79,9.9,41.60,1.7,13.30,24.8,44.07,6,57.25,16.1,44.46,54.05,5.61,56.18
6071004509,5251,San Bernardino,92407,Unincorporated San Bernardino County area,-117.3024789,34.1770857,28.60,56.09,55-60%,0.073,100.00,10.93429244,54.35,0.025,8.66,404.58,44.11,54.90,58.53,0.00,0.00,694.0466715,58.05,423.2465882,15.60,12,68.94,0,0.00,0,0.00,0,0.00,0,0.00,32.87,4.01,23.78,75.31,82.24,5.99,74.90,21.43,92.21,17.1,60.00,3.6,28.80,37.1,64.72,6.3,60.57,18.7,57.38,68.71,7.13,78.45
6073013309,6733,San Diego,91911,Chula Vista,-117.0337536,32.6183278,28.60,56.08,55-60%,0.043,29.89,10.86352236,53.99,0.268,72.86,316.30,29.40,29.14,22.92,0.00,0.00,1170.726949,67.98,1685.407713,81.70,0,0.00,10,47.43,0.35,56.40,3,33.16,4.5,72.39,43.85,5.35,53.62,56.03,64.03,5.13,55.85,10.91,37.08,16.6,58.92,4.5,34.65,18.7,31.26,8.8,80.39,16.8,48.06,51.49,5.34,52.74
6075022802,2438,San Francisco,94110,San Francisco,-122.4062322,37.7589152,28.59,56.06,55-60%,0.031,3.83,8.531924077,23.66,1.192,98.90,258.79,15.04,62.87,69.77,0.02,16.97,350.1626739,44.67,3273.393341,96.99,8.45,53.96,17.5,64.22,1.69,91.49,16,96.26,2.7,60.11,55.22,6.74,82.84,57.65,66.44,2.26,3.12,9.64,26.58,19.5,63.93,15,77.43,29.6,53.27,2.9,15.84,14.9,38.10,40.88,4.24,36.55
6037401602,6294,Los Angeles,91750,La Verne,-117.7639908,34.1060815,28.58,56.05,55-60%,0.061,84.58,12.624991,91.91,0.185,59.22,1008.98,99.51,63.69,71.14,0.04,20.00,608.7376607,55.30,624.3095057,30.14,3.5,33.87,14.7,57.10,0.465,66.72,1,12.45,0,0.00,53.99,6.59,80.26,39.16,40.03,3.45,15.36,12.61,51.32,9.7,40.81,1.7,13.30,24.9,44.22,9,81.69,19.3,60.10,41.80,4.34,37.81
6071008710,4417,San Bernardino,92399,Yucaipa,-117.0490963,34.0257037,28.58,56.04,55-60%,0.073,100.00,9.938657645,48.44,0.087,32.47,248.19,11.43,64.46,72.15,0.13,27.41,282.4533335,40.69,380.5793387,12.81,4,37.55,0,0.00,0.275,46.35,0,0.00,0.1,2.52,34.54,4.22,27.90,38.8,39.33,5.58,66.28,16.4,73.62,23.4,70.58,7.7,52.01,64.5,94.71,9.8,85.49,17.5,51.77,65.33,6.78,73.47
6007002500,5946,Butte ,95965,Unincorporated Butte County area,-121.5372499,39.5808681,28.57,56.03,55-60%,0.055,72.83,7.59473836,10.22,0.017,6.06,294.23,23.05,60.20,66.06,1.29,44.34,1.155946,4.54,293.0139914,7.90,15.25,75.20,2,14.31,0.01,1.80,7,66.74,8,86.51,35.89,4.38,31.45,59.54,68.57,3.19,11.24,24.09,96.78,18,61.35,8.1,53.86,61.4,92.60,11.3,90.59,14.5,35.82,62.85,6.52,69.97
6095252904,7116,Solano ,95688,Vacaville,-121.9310061,38.4043615,28.57,56.01,55-60%,0.044,37.57,7.931678955,12.67,0.085,31.52,364.20,37.45,16.94,9.17,207.89,80.79,315.7536672,42.69,886.6325719,50.49,26,86.82,43.8,87.78,2.25,93.65,4,43.78,5.5,77.62,51.17,6.25,73.18,82.52,86.76,3.74,20.89,15.19,67.49,11.3,46.23,3.2,25.55,10.3,10.90,5.3,48.26,10.9,17.93,44.08,4.57,41.23
6019003103,5339,Fresno ,93612,Clovis,-119.7203949,36.7976616,28.55,56.00,55-60%,0.062,88.70,13.70643707,96.91,0.049,17.44,412.62,47.57,48.45,49.40,0.00,0.00,1169.834645,67.94,590.2510212,27.63,0,0.00,0,0.00,0.285,47.41,0,0.00,0,0.00,36.13,4.41,32.13,81.56,86.04,5.17,56.88,11.63,43.28,14.9,55.14,3.7,29.53,52,84.21,5.9,56.19,28.8,88.48,62.39,6.47,69.30
6037131200,3417,Los Angeles,91325,Los Angeles,-118.514231,34.2147262,28.54,55.99,55-60%,0.064,91.05,13.09110197,94.11,0.057,20.81,726.64,83.13,75.29,84.99,0.00,0.00,609.7599996,55.40,597.8179821,28.25,3.6,34.25,0,0.00,0.16,28.30,2,23.88,0,0.00,43.91,5.36,53.75,50.62,57.49,5.56,65.83,14.07,60.71,11.9,48.04,3.4,27.26,20.6,35.57,2.8,14.39,25.4,81.32,51.33,5.32,52.57
6001428000,2877,Alameda ,94501,Alameda,-122.2475404,37.7666414,28.54,55.98,55-60%,0.029,3.12,9.255390058,41.33,0.272,73.43,110.41,4.21,51.64,53.75,0.00,0.00,412.3606669,47.71,537.2926036,23.75,2.7,29.12,52.8,90.90,0.925,83.94,11,86.96,0.1,2.52,40.17,4.90,43.32,64.7,74.00,4.47,37.88,12.67,51.82,12.6,49.77,NA,NA,31.2,55.69,6.3,60.57,20.4,64.46,56.09,5.82,59.72
6083002011,6302,Santa Barbara,93455,Santa Maria,-120.4616815,34.9053343,28.53,55.96,55-60%,0.035,11.56,7.642081287,10.58,0.139,48.30,435.15,50.77,43.23,41.63,13534.37,98.72,6.671703233,8.01,663.9923758,33.26,4.2,38.13,295.25,99.72,3.595,96.94,18,97.52,13.5,95.01,53.72,6.56,79.70,39.33,40.43,4.27,32.97,9.52,25.60,24.5,72.25,3.7,29.53,34.6,61.08,5.9,56.19,14.4,35.27,41.93,4.35,38.02
6001425104,3539,Alameda ,94608,Emeryville,-122.2833798,37.8326526,28.53,55.95,55-60%,0.029,3.12,9.617732639,45.77,0.712,95.69,110.41,4.21,48.40,49.34,0.00,0.00,577.9106547,54.50,793.7501412,43.80,102.5,99.31,202.25,99.19,1.58,90.80,10,82.97,1,35.72,51.90,6.34,75.38,119.2,95.81,3.53,16.77,11.18,39.32,4.4,18.36,1.4,10.45,34,60.21,3.9,29.41,19.9,62.42,43.40,4.50,40.33
6013386000,3538,Contra Costa,94530,El Cerrito,-122.3155835,37.9226169,28.53,55.94,55-60%,0.029,3.12,8.977029949,36.84,0.611,93.22,110.41,4.21,50.09,51.71,0.00,0.00,1504.577311,73.34,1586.480249,79.84,24.25,85.76,9.75,45.09,0.885,83.18,11,86.96,0.3,12.88,49.45,6.04,69.01,42.47,45.34,3.21,11.51,8.19,14.68,15.3,55.99,15.9,79.17,34.5,60.90,6.6,63.42,23.9,76.87,45.56,4.73,43.67
6059086902,5624,Orange ,92804,Anaheim,-117.9977753,33.8247012,28.53,55.93,55-60%,0.045,42.56,11.85434984,71.50,0.140,48.61,471.41,57.13,52.13,54.62,0.00,0.00,4056.696615,89.51,1534.717706,78.73,1,17.08,11.5,50.87,0.445,65.18,0,0.00,7.4,84.17,51.37,6.27,73.83,52.1,59.04,2.46,4.18,13.99,60.17,19.7,64.26,12.6,70.31,23,40.55,2.7,13.18,16.1,44.46,43.84,4.55,40.90
6067008801,4156,Sacramento ,95655,Mather,-121.2785982,38.5492278,28.53,55.91,55-60%,0.049,59.85,8.440102436,21.44,0.040,14.50,638.90,71.33,14.74,7.31,0.00,0.00,71.20609793,20.67,657.615876,32.76,37.1,92.44,177.25,98.89,0.385,59.79,4,43.78,2.5,59.18,42.59,5.20,50.34,44.32,48.02,5.95,74.22,14.91,65.79,6.7,28.83,6.6,46.54,17.1,27.35,8.6,78.97,14.1,33.70,52.88,5.49,54.61
6001438203,3888,Alameda ,94544,Hayward,-122.0573943,37.6155886,28.51,55.90,55-60%,0.037,14.92,8.695993675,29.71,0.168,55.72,186.66,6.74,28.52,22.19,0.00,0.00,631.7919922,56.14,1243.379208,70.34,1.65,20.72,25,74.83,0.79,81.06,0,0.00,0,0.00,33.09,4.04,24.27,104.45,93.99,7.99,96.39,20.87,90.15,10.7,44.34,13.6,73.10,14.2,20.10,4.1,32.27,15.8,42.83,68.02,7.06,77.40
6075026100,7455,San Francisco,94112,San Francisco,-122.4431582,37.7196219,28.50,55.89,55-60%,0.032,6.38,8.654649382,28.16,0.838,97.06,258.79,15.04,70.68,80.03,0.00,0.00,276.2746633,40.20,1415.982382,75.88,0,0.00,7.5,39.45,0.3,50.14,0,0.00,1,35.72,36.92,4.51,34.00,53.52,60.77,6.74,87.09,10.62,35.09,24,71.32,20.6,87.41,22,38.33,5.9,56.19,17.4,51.36,60.95,6.32,66.97
6037300400,5986,Los Angeles,91214,Glendale,-118.2563984,34.2284593,28.48,55.87,55-60%,0.062,88.82,11.36185219,58.64,0.250,70.02,889.66,97.25,56.88,61.34,0.00,0.00,1006.691325,63.79,1736.549403,82.66,0,0.00,19.05,66.96,0.2,35.62,2,23.88,2,52.90,55.50,6.78,83.27,28.6,22.94,5.54,65.36,11.18,39.32,8.3,35.54,7.8,52.51,17.6,28.63,3.3,21.11,18.1,54.63,40.51,4.20,36.03
6037405301,3469,Los Angeles,91722,West Covina,-117.937833,34.085166,28.48,55.86,55-60%,0.058,78.01,11.92035712,74.09,0.217,65.07,686.52,76.10,65.08,72.98,0.00,0.00,1744.15568,76.29,515.9225524,22.14,6,46.08,23,72.49,0.63,75.96,0,0.00,1.7,43.21,54.57,6.66,81.47,37.91,37.76,3.16,10.94,8.72,18.83,13.5,51.89,15.4,78.20,32.9,58.51,5.9,56.19,18.1,54.63,41.20,4.27,37.01
6037403303,2741,Los Angeles,91789,Industry,-117.8593531,34.0024101,28.46,55.85,55-60%,0.052,65.69,12.29942209,89.63,0.514,90.43,435.94,51.12,24.51,17.32,0.00,0.00,2067.030721,80.01,1608.627916,80.25,1,17.08,0.3,2.11,0.53,71.14,5,51.22,4.5,72.39,53.80,6.57,79.83,26.46,19.09,3.57,17.68,10.71,35.72,17,59.77,18.6,84.54,27.2,48.92,4.9,43.09,19.4,60.56,41.77,4.33,37.73
6059099204,4582,Orange ,92683,Westminster,-117.9503802,33.7377201,28.46,55.84,55-60%,0.046,44.98,11.55999656,62.40,0.075,27.75,351.91,36.28,38.96,35.59,0.00,0.00,3828.739949,88.41,1001.237568,57.88,0,0.00,15,59.60,0.21,37.68,0,0.00,0,0.00,35.93,4.39,31.61,35.96,34.98,6.32,80.73,12.58,51.10,24.3,71.88,26.6,93.60,34.7,61.28,6.5,62.40,18.9,58.23,62.54,6.49,69.59
6047001101,5681,Merced ,95340,Merced,-120.4601195,37.3252966,28.45,55.82,55-60%,0.055,72.55,12.1881124,88.05,0.025,8.97,526.13,62.81,36.32,32.36,0.64,40.21,10.29091343,8.99,534.2128773,23.58,0,0.00,0,0.00,0.11,19.25,3,33.16,0,0.00,31.62,3.86,21.14,121.17,96.02,5.33,60.57,28.03,99.28,7.8,33.49,3.1,24.77,32.6,58.02,15.2,96.97,22.1,70.81,71.05,7.37,81.47
6059075404,7202,Orange ,92705,Santa Ana,-117.8477516,33.7679798,28.44,55.81,55-60%,0.049,56.96,11.81543156,70.19,0.280,74.16,409.36,46.48,48.05,48.86,0.01,14.03,3796.650065,88.26,955.4704034,55.36,5.7,44.33,0,0.00,0.545,71.99,0,0.00,1.2,37.57,48.12,5.88,65.34,34.51,32.55,6.77,87.44,9.38,24.44,18.4,62.03,9.1,58.22,20.6,35.57,3.3,21.11,17,49.02,46.67,4.84,45.26
6013313103,8866,Contra Costa,94565,Unincorporated Contra Costa County area,-121.875401,37.9809405,28.44,55.80,55-60%,0.044,37.57,8.38235311,19.88,0.019,6.82,319.64,29.71,30.35,24.49,0.00,0.00,578.0956625,54.51,624.3785168,30.15,12.6,70.25,44.75,88.13,0.025,3.64,3,33.16,9,88.93,35.87,4.38,31.39,134.83,97.69,4.51,38.97,20.04,87.57,13.1,50.97,4.3,33.31,25.2,44.87,8.2,76.69,16.5,46.46,62.60,6.49,69.67
6075020900,4597,San Francisco,94110,San Francisco,-122.4184125,37.7518186,28.44,55.79,55-60%,0.032,6.38,8.592444288,25.64,0.904,97.60,258.79,15.04,72.92,82.41,0.00,0.00,328.5819957,43.40,802.1071029,44.48,0,0.00,32.75,81.85,1.03,85.48,0,0.00,0.65,23.05,38.94,4.75,40.09,64.8,74.21,7.84,95.83,10.78,36.42,14.5,54.21,14.3,75.53,25.7,45.74,2.7,13.18,16,43.89,57.67,5.98,61.95
6037405800,5825,Los Angeles,91722,Covina,-117.9126798,34.1033944,28.43,55.77,55-60%,0.060,82.48,11.86013466,71.66,0.263,72.17,365.81,37.92,64.67,72.40,0.00,0.00,1402.647685,71.47,837.0313302,46.84,1.2,18.70,8.1,40.99,0.25,43.30,0,0.00,4.5,72.39,49.60,6.06,69.42,46.29,50.96,4.59,40.94,12.28,48.48,21.4,67.12,8.4,55.15,22.2,38.91,4.8,41.84,10.4,15.50,45.25,4.69,43.19
6111004600,2035,Ventura ,93042,Unincorporated Ventura County area,-119.1160918,34.1061405,28.42,55.76,55-60%,0.043,29.98,8.764622845,31.84,0.051,18.26,500.92,60.65,64.44,72.11,1008.03,89.28,724.7693278,58.78,377.790839,12.65,15,74.93,399.3,99.92,0.26,44.73,31,99.85,5,75.67,57.47,7.02,87.01,30.53,25.85,3.28,12.59,8.82,19.68,2.6,8.99,2.6,20.58,56.8,88.92,8,75.38,48.1,99.72,39.04,4.05,33.93
6077005405,3630,San Joaquin,95376,Tracy,-121.421163,37.7324326,28.41,55.75,55-60%,0.050,62.53,9.286743635,41.78,0.186,59.64,291.37,20.71,42.48,40.48,19.96,65.93,127.330335,26.59,520.5716844,22.58,16.1,76.80,41,86.57,0.02,2.51,0,0.00,1,35.72,41.79,5.10,47.97,85.08,87.75,3.01,9.33,15.79,70.45,22,68.25,19.9,86.44,29.7,53.48,2.6,11.87,14.8,37.48,53.67,5.57,55.53
6107002004,4972,Tulare ,93277,Visalia,-119.3405353,36.3055269,28.41,55.74,55-60%,0.062,88.70,14.69697764,98.72,0.055,20.17,578.23,67.57,22.35,14.91,0.00,8.93,2615.526789,83.21,496.1615447,20.59,11,63.70,0,0.00,0.21,37.68,1,12.45,0,0.00,41.16,5.03,46.20,46.26,50.91,7.08,90.67,13.76,59.12,11.2,45.90,6.2,44.36,36.8,64.37,4.9,43.09,9.7,12.79,54.50,5.65,56.90
6071002307,5149,San Bernardino,92336,Fontana,-117.4162682,34.1176605,28.40,55.72,55-60%,0.070,98.67,12.12479183,85.97,0.157,52.98,568.74,66.74,31.72,26.20,0.00,0.00,1208.339355,68.68,218.7000036,4.78,0,0.00,1.5,10.64,0.065,8.95,0,0.00,0,0.00,34.97,4.27,29.02,37.88,37.70,6.29,80.16,17.54,78.50,26.9,76.18,6,43.29,23.4,41.48,10.1,86.75,20.8,66.07,64.11,6.65,71.61
6071001311,3350,San Bernardino,91730,Rancho Cucamonga,-117.5989117,34.0855935,28.40,55.71,55-60%,0.065,93.63,13.9806553,97.93,0.302,76.70,677.01,74.82,34.60,30.09,0.00,0.00,1314.652303,70.21,508.3819047,21.51,5.25,43.19,0,0.00,3.125,96.36,4,43.78,0,0.00,50.96,6.22,72.69,39.25,40.20,2.58,5.12,17.78,79.77,11.8,47.77,10,61.90,25.7,45.74,2.7,13.18,20,62.83,43.99,4.56,41.14
6037124500,2925,Los Angeles,91401,Los Angeles,-118.4267703,34.1722741,28.38,55.70,55-60%,0.059,79.99,11.64810526,64.37,0.113,41.21,726.64,83.13,59.71,65.37,0.00,0.00,1039.983653,64.39,844.5551409,47.39,9,58.17,0,0.00,0.06,8.76,6,58.69,0,0.00,45.53,5.56,58.03,63.43,72.87,3.63,18.80,19.24,85.07,8.2,35.22,4.9,36.97,29.5,53.04,1.2,1.90,22,70.53,49.22,5.11,49.07
6111003802,2849,Ventura ,93033,Oxnard,-119.1816278,34.1781865,28.37,55.69,55-60%,0.041,24.88,8.832548685,33.60,0.060,21.80,656.15,72.15,84.65,93.12,0.00,0.00,826.9309896,60.93,1055.785369,61.49,0,0.00,2.5,16.75,0.135,23.72,4,43.78,0,0.00,36.28,4.43,32.55,47.15,52.38,3.06,9.85,15.19,67.49,50,96.51,17.5,82.26,40.4,69.72,6.7,64.51,28.7,88.25,61.74,6.40,68.36
6067007406,8862,Sacramento ,95660,North Highlands,-121.3838886,38.6977784,28.37,55.67,55-60%,0.050,62.53,8.721189774,30.59,0.033,11.91,536.02,63.64,62.37,68.94,0.00,0.00,64.68526843,19.99,600.4251661,28.44,12,68.94,0,0.00,0.32,52.64,1,12.45,0,0.00,32.77,4.00,23.48,104.3,93.84,6.04,75.96,18.28,81.82,18.4,62.03,6.5,46.00,56.4,88.53,3.3,21.11,16.5,46.46,68.35,7.09,77.86
6065050900,4682,Riverside ,92507,Riverside,-117.3011639,33.9384446,28.37,55.66,55-60%,0.069,97.60,11.75067537,68.05,0.267,72.66,693.07,76.65,20.56,12.80,0.00,0.00,1132.633016,66.85,2715.215287,94.21,0,0.00,0,0.00,0.55,72.59,0,0.00,0,0.00,45.57,5.56,58.13,61.6,70.79,4.21,31.49,17.81,79.97,5.6,24.12,5.8,42.12,25.5,45.36,5,44.35,13.7,31.74,49.14,5.10,48.94
6065041702,5185,Riverside ,92882,Corona,-117.576529,33.8674156,28.37,55.65,55-60%,0.058,78.01,12.37478489,90.34,0.114,41.68,669.90,73.66,64.27,71.93,0.00,0.00,1144.576985,67.27,287.8277077,7.64,2.8,29.53,10.75,48.96,0.195,32.03,0,0.00,3,63.67,47.49,5.80,63.52,35.75,34.68,5.02,52.85,17.26,77.31,14,53.13,4.4,33.94,28.1,50.68,3.9,29.41,13.3,29.72,47.16,4.89,45.98
6053001200,3003,Monterey ,93901,Salinas,-121.6493229,36.6646451,28.37,55.64,55-60%,0.034,10.57,5.564359705,2.22,0.255,70.74,430.30,49.96,71.36,80.69,994.50,89.14,2.6591947,6.33,597.0303859,28.20,0.9,11.83,34,82.65,0.275,46.35,13,91.87,0.5,22.08,45.14,5.51,57.08,97.7,91.97,1.26,0.38,12.77,52.55,22.8,69.64,9.6,60.17,29.7,53.48,1.5,3.21,21.3,68.11,49.61,5.15,49.68
6065045000,3314,Riverside ,92234,Cathedral City,-116.4698341,33.7750205,28.36,55.62,55-60%,0.062,88.70,7.07732161,7.13,0.063,22.90,435.41,50.83,56.70,61.11,1.01,42.97,0.1126421,2.69,890.0575558,50.79,0,0.00,0,0.00,0.825,82.01,0,0.00,0,0.00,32.73,4.00,23.42,35.88,34.81,6.44,82.76,12.62,51.35,27.9,77.41,22.2,89.29,56.8,88.92,NA,NA,20.9,66.51,68.42,7.10,77.96
6037214501,2702,Los Angeles,90036,Los Angeles,-118.3578948,34.0712362,28.35,55.61,55-60%,0.048,53.73,11.72613579,67.09,0.255,70.85,787.94,92.53,52.52,55.15,0.00,0.00,1631.599996,74.94,1220.115178,69.43,0,0.00,10.5,48.48,1.555,90.66,0,0.00,0,0.00,49.59,6.05,69.37,31.63,27.98,4.74,45.06,12.33,49.17,3.1,11.35,11.4,66.86,17.6,28.63,6.1,58.36,26,82.61,45.15,4.68,43.05
6107002009,3795,Tulare ,93277,Visalia,-119.3440073,36.3172622,28.35,55.60,55-60%,0.062,88.70,14.85766988,98.82,0.046,16.34,578.23,67.57,38.98,35.61,5.61,55.34,4950.662099,92.39,707.8627598,36.70,11,63.70,0,0.00,0.25,43.30,2,23.88,0,0.00,49.68,6.07,69.56,46.26,50.91,3.5,16.22,13.76,59.12,10.7,44.34,9.1,58.22,37.8,65.84,4,30.88,15.4,40.90,45.06,4.67,42.85
6075017700,1915,San Francisco,94103,San Francisco,-122.4124868,37.7680392,28.35,55.58,55-60%,0.029,3.12,8.553888221,24.28,1.606,99.51,258.79,15.04,63.29,70.47,0.00,9.34,356.3269959,44.97,1413.783002,75.80,30.15,88.84,23.5,72.94,6.03,98.27,16,96.26,8.7,87.90,58.16,7.10,88.14,73.48,81.06,5.39,61.95,8.82,19.68,8.6,36.56,1.2,8.49,21.3,36.80,3.1,18.31,9.9,13.56,38.48,3.99,33.08
6037401101,5582,Los Angeles,91740,Glendora,-117.8541745,34.1234558,28.35,55.57,55-60%,0.061,84.58,12.06089359,81.84,0.124,44.14,437.61,51.33,64.45,72.14,0.00,0.00,1139.025991,67.07,2692.766693,94.04,0,0.00,0,0.00,0.22,38.70,0,0.00,0.75,25.73,45.56,5.56,58.07,49.98,56.53,3.41,14.78,14.95,65.98,10.4,43.41,8.8,56.85,22.2,38.91,6.5,62.40,19.5,60.93,49.13,5.10,48.92
6001405500,3880,Alameda ,94606,Oakland,-122.243279,37.7982821,28.35,55.56,55-60%,0.029,3.12,9.562347137,45.03,0.230,67.06,110.41,4.21,78.01,87.45,0.00,0.00,462.3926697,50.08,217.5088524,4.71,0,0.00,18.85,66.46,0.135,23.72,15,94.56,0,0.00,34.12,4.17,26.93,99.29,92.36,7.8,95.62,10.29,32.24,15,55.34,8.8,56.85,29.4,52.88,4.6,39.21,26.9,84.63,65.60,6.80,73.94
6065043509,5404,Riverside ,92583,Unincorporated Riverside County area,-116.9556879,33.7970346,28.34,55.55,55-60%,0.066,95.27,9.090052321,39.14,0.077,28.62,178.54,5.94,35.95,31.75,130.49,78.90,62.00433347,19.68,448.226028,17.31,9.25,58.96,0.5,2.72,0.3,50.14,0,0.00,0,0.00,33.84,4.13,26.26,76.54,83.14,4.01,26.87,26.25,98.34,23.3,70.40,4.6,35.34,40.5,69.82,13.1,94.52,16,43.89,66.12,6.86,74.60
6111000800,8465,Ventura ,93060,Unincorporated Ventura County area,-119.1192691,34.3846679,28.34,55.53,55-60%,0.048,51.96,8.499606232,22.76,0.026,8.99,434.12,50.68,61.28,67.51,457.82,85.21,44.11483383,17.25,509.3084056,21.63,0.1,2.07,7.75,39.80,0.795,81.15,12,90.13,1,35.72,43.76,5.34,53.42,45.15,48.99,4.49,38.49,13.42,56.70,24.8,72.94,6.6,46.54,23.9,42.41,5.5,51.26,18.8,57.86,51.13,5.30,52.13
6007001100,4388,Butte ,95928,Unincorporated Butte County area,-121.8514478,39.711661,28.33,55.52,55-60%,0.048,50.99,8.603541687,26.22,0.079,29.26,280.66,18.83,49.73,51.19,1269.28,90.45,1.506487267,5.24,331.0231096,9.85,12.4,69.82,35,83.21,0.27,45.73,1,12.45,0.2,9.67,38.23,4.67,38.06,47.48,52.84,5.62,67.37,10.8,36.55,7.6,32.62,1.4,10.45,62.4,93.25,11.2,90.33,36.6,97.20,58.51,6.07,63.24
6065040903,2889,Riverside ,92505,Riverside,-117.5003175,33.91938,28.33,55.51,55-60%,0.062,88.70,12.79707156,92.88,0.209,63.67,693.83,77.37,73.49,83.01,0.00,0.00,1104.658997,66.13,311.0630482,8.91,0,0.00,0,0.00,0.025,3.64,0,0.00,0,0.00,40.30,4.92,43.70,65.1,74.49,3.74,20.89,22.16,93.63,24.7,72.64,2.7,21.42,39.4,68.27,2.3,8.69,21.5,68.94,55.50,5.76,58.60
6001430800,5282,Alameda ,94546,Castro Valley,-122.0650347,37.6992244,28.32,55.50,55-60%,0.036,13.62,8.71207669,30.21,0.195,61.11,110.41,4.21,61.43,67.75,0.00,0.00,395.5529988,46.77,1437.466491,76.50,12.5,70.18,20.8,69.15,0.725,79.22,1,12.45,0,0.00,40.41,4.93,43.97,60.09,69.08,7.55,94.21,13.39,56.61,8.2,35.22,10.7,64.41,13.3,17.89,6.2,59.38,8.9,9.81,55.32,5.74,58.26
6061020908,6718,Placer ,95747,Unincorporated Placer County area,-121.3164942,38.7393452,28.31,55.48,55-60%,0.051,64.73,8.373543399,19.63,0.131,45.99,469.24,56.35,49.19,50.54,1.41,44.86,41.84409967,16.92,545.3101208,24.44,43,94.33,77.8,95.00,2.935,95.91,7,66.74,12.2,93.75,56.67,6.92,85.59,37.86,37.66,3.88,23.92,17.19,77.12,7.2,30.87,3.9,30.69,28.8,51.95,3,17.11,13.9,32.71,39.45,4.09,34.62
6073016804,7501,San Diego,92040,Lakeside,-116.9141796,32.8654251,28.30,55.47,55-60%,0.055,71.66,9.374626302,42.87,0.086,32.02,529.12,63.24,42.14,40.03,0.00,0.00,122.2269719,25.83,612.2067719,29.30,13,71.63,2,14.31,0.23,40.13,9,77.30,6,79.95,44.30,5.41,54.91,38.18,38.31,5.63,67.56,11.01,37.87,14.3,53.87,6.8,47.68,33,58.62,4.9,43.09,19.7,61.52,50.44,5.23,51.02
6065045501,5936,Riverside ,92201,Indio,-116.2261101,33.7070064,28.30,55.46,55-60%,0.062,88.70,7.670939817,10.72,0.196,61.21,249.28,11.59,31.31,25.63,0.00,0.00,0.166233667,2.99,870.8134027,49.28,1.1,17.49,2,14.31,0.51,70.07,0,0.00,0.5,22.08,29.11,3.55,15.88,58.55,67.47,5.66,68.14,16.66,74.58,33.5,83.98,40.4,98.65,45.5,76.87,13.1,94.52,20.1,63.26,76.76,7.96,88.92
